generation,best_fitness,avg_fitness,worst_fitness
0,414.0,401.92,385.0
1,415.0,404.635,384.0
2,419.0,406.445,395.0
3,419.0,408.135,393.0
4,419.0,408.88,398.0
5,419.0,410.025,399.0
6,420.0,410.52,399.0
7,420.0,410.62,398.0
8,420.0,411.415,401.0
9,420.0,411.905,399.0
10,420.0,413.05,401.0
11,421.0,414.66,403.0
12,422.0,416.285,405.0
13,423.0,418.07,407.0
14,423.0,419.695,415.0
15,424.0,420.535,413.0
16,425.0,421.435,416.0
17,425.0,422.26,419.0
18,426.0,422.865,418.0
19,426.0,423.435,419.0
20,426.0,424.08,420.0
21,427.0,424.605,421.0
22,427.0,425.135,418.0
23,427.0,425.685,421.0
24,427.0,426.19,421.0
25,427.0,426.655,422.0
26,427.0,426.795,421.0
27,427.0,426.89,423.0
28,427.0,426.86,422.0
29,427.0,426.895,423.0
30,427.0,426.865,423.0
31,427.0,426.95,425.0
32,427.0,426.825,423.0
33,427.0,426.955,422.0
34,427.0,426.895,422.0
35,427.0,426.905,423.0
36,427.0,426.935,423.0
37,427.0,426.865,422.0
38,427.0,426.87,423.0
39,428.0,426.88,423.0
40,428.0,426.85,424.0
41,428.0,426.925,424.0
42,428.0,426.86,424.0
43,428.0,426.96,423.0
44,428.0,427.0,423.0
45,428.0,427.31,423.0
46,428.0,427.71,423.0
47,428.0,427.915,424.0
48,428.0,427.935,424.0
49,428.0,427.96,424.0
50,428.0,427.895,425.0
51,428.0,427.805,424.0
52,428.0,427.9,424.0
53,428.0,427.91,424.0
54,428.0,427.84,424.0
55,428.0,427.925,424.0
56,428.0,427.93,424.0
57,428.0,427.91,424.0
58,428.0,427.88,424.0
59,428.0,427.91,425.0
60,428.0,427.92,425.0
61,428.0,427.955,426.0
62,428.0,427.895,425.0
63,428.0,427.82,424.0
64,428.0,427.915,425.0
65,428.0,427.885,423.0
66,428.0,427.905,424.0
67,428.0,427.81,424.0
68,428.0,427.91,424.0
69,428.0,427.83,423.0
70,428.0,427.905,424.0
71,428.0,427.9,424.0
72,428.0,427.895,425.0
73,428.0,427.915,424.0
74,428.0,427.81,424.0
75,428.0,427.875,425.0
76,428.0,427.925,425.0
77,428.0,427.88,424.0
78,428.0,427.83,425.0
79,428.0,427.855,424.0
80,428.0,427.81,424.0
81,428.0,427.89,424.0
82,428.0,427.81,424.0
83,428.0,427.87,424.0
84,428.0,427.845,424.0
85,428.0,427.925,426.0
86,428.0,427.905,425.0
87,428.0,427.925,424.0
88,428.0,427.855,423.0
89,428.0,427.855,424.0
90,428.0,427.915,424.0
91,428.0,427.905,425.0
92,428.0,427.81,423.0
93,428.0,427.875,423.0
94,428.0,427.955,426.0
95,428.0,427.86,424.0
96,428.0,427.855,424.0
97,428.0,427.87,424.0
98,428.0,427.945,425.0
99,428.0,427.875,424.0
100,428.0,427.91,424.0
101,428.0,427.95,425.0
102,428.0,427.925,424.0
103,428.0,427.905,424.0
104,428.0,427.9,425.0
105,428.0,427.865,425.0
106,428.0,427.865,423.0
107,428.0,427.865,424.0
108,428.0,427.825,422.0
109,428.0,427.86,424.0
110,428.0,427.91,423.0
111,428.0,427.94,425.0
112,428.0,427.915,425.0
113,428.0,427.87,424.0
114,428.0,427.895,424.0
115,428.0,427.89,424.0
116,428.0,427.905,423.0
117,428.0,427.815,424.0
118,428.0,427.755,423.0
119,428.0,427.92,425.0
120,428.0,427.91,425.0
121,428.0,427.88,425.0
122,428.0,427.93,425.0
123,428.0,427.94,426.0
124,428.0,427.89,424.0
125,428.0,427.805,424.0
126,428.0,427.955,424.0
127,428.0,427.92,424.0
128,428.0,427.89,424.0
129,428.0,427.855,424.0
130,428.0,427.95,425.0
131,428.0,427.91,423.0
132,428.0,427.86,424.0
133,428.0,427.825,424.0
134,428.0,427.9,424.0
135,428.0,427.875,424.0
136,428.0,427.945,424.0
137,428.0,427.885,424.0
138,428.0,427.875,424.0
139,428.0,427.875,423.0
140,428.0,427.895,424.0
141,428.0,427.895,424.0
142,428.0,427.93,424.0
143,428.0,427.86,424.0
144,428.0,427.87,424.0
145,428.0,427.935,424.0
146,428.0,427.885,424.0
147,428.0,427.9,423.0
148,428.0,427.87,423.0
149,428.0,427.88,424.0
150,428.0,427.795,424.0
151,428.0,427.96,424.0
152,428.0,427.91,425.0
153,428.0,427.93,424.0
154,428.0,427.81,425.0
155,428.0,427.86,424.0
156,428.0,427.905,425.0
157,428.0,427.92,424.0
158,428.0,427.87,423.0
159,428.0,427.905,424.0
160,428.0,427.885,423.0
161,428.0,427.89,424.0
162,428.0,427.895,424.0
163,428.0,427.9,424.0
164,428.0,427.87,424.0
165,428.0,427.945,426.0
166,428.0,427.91,424.0
167,428.0,427.805,424.0
168,428.0,427.885,424.0
169,428.0,427.915,424.0
170,428.0,427.86,424.0
171,428.0,427.85,423.0
172,428.0,427.87,424.0
173,428.0,427.945,425.0
174,428.0,427.855,424.0
175,428.0,427.87,424.0
176,428.0,427.915,425.0
177,428.0,427.92,424.0
178,428.0,427.88,424.0
179,429.0,427.87,424.0
180,429.0,427.79,423.0
181,429.0,427.89,424.0
182,429.0,428.135,424.0
183,429.0,428.44,425.0
184,429.0,428.745,424.0
185,429.0,428.915,425.0
186,429.0,428.905,425.0
187,429.0,428.9,425.0
188,429.0,428.955,426.0
