generation,best_fitness,avg_fitness,worst_fitness
0,40.0,34.73,25.0
1,41.0,36.69,31.0
2,41.0,37.62,32.0
3,42.0,37.95,31.0
4,42.0,38.55,34.0
5,42.0,39.16,34.0
6,42.0,39.72,33.0
7,43.0,40.29,36.0
8,43.0,40.94,37.0
9,44.0,41.67,38.0
10,44.0,42.31,38.0
11,44.0,42.75,40.0
12,44.0,42.84,36.0
13,44.0,42.76,40.0
14,44.0,42.52,38.0
15,44.0,42.68,39.0
16,44.0,42.74,39.0
17,44.0,42.89,41.0
18,44.0,42.89,40.0
19,44.0,42.59,40.0
20,44.0,42.71,39.0
21,44.0,42.62,38.0
22,44.0,42.57,38.0
23,44.0,42.27,38.0
24,44.0,42.27,36.0
25,44.0,42.16,38.0
26,44.0,42.34,38.0
27,44.0,42.08,38.0
28,44.0,42.72,38.0
29,44.0,43.46,41.0
30,44.0,43.73,40.0
31,44.0,43.86,40.0
32,44.0,43.87,41.0
33,44.0,43.86,41.0
34,44.0,43.84,40.0
35,44.0,43.9,40.0
36,44.0,43.91,42.0
37,44.0,43.98,42.0
38,44.0,43.88,40.0
39,44.0,43.83,40.0
40,44.0,43.85,40.0
41,44.0,43.91,41.0
42,44.0,43.94,42.0
43,44.0,43.9,40.0
44,44.0,43.92,41.0
45,44.0,43.92,40.0
46,44.0,43.86,41.0
47,44.0,43.85,41.0
48,44.0,43.9,41.0
49,44.0,43.96,42.0
50,45.0,43.86,40.0
