generation,best_fitness,avg_fitness,worst_fitness
0,42.0,35.09,28.0
1,42.0,36.46,30.0
2,42.0,37.31,32.0
3,42.0,37.82,33.0
4,42.0,37.92,31.0
5,43.0,38.32,31.0
6,43.0,39.18,34.0
7,43.0,39.3,33.0
8,43.0,39.41,34.0
9,43.0,39.69,33.0
10,43.0,40.88,34.0
11,43.0,41.95,36.0
12,43.0,42.33,36.0
13,43.0,42.33,36.0
14,43.0,42.8,39.0
15,43.0,42.63,36.0
16,43.0,42.35,33.0
17,43.0,42.77,37.0
18,43.0,42.73,35.0
19,43.0,42.6,36.0
20,43.0,42.75,37.0
21,43.0,42.76,37.0
22,43.0,42.44,37.0
23,43.0,42.72,35.0
24,43.0,42.85,38.0
25,43.0,42.57,37.0
26,43.0,42.48,36.0
27,43.0,42.71,38.0
28,43.0,42.61,33.0
29,43.0,42.72,37.0
30,43.0,42.7,37.0
31,43.0,42.46,35.0
32,43.0,42.72,38.0
33,43.0,42.68,38.0
34,43.0,42.61,38.0
35,43.0,42.66,35.0
36,43.0,42.81,37.0
37,43.0,42.8,34.0
38,43.0,42.66,39.0
39,43.0,42.68,38.0
40,43.0,42.73,37.0
41,43.0,42.61,36.0
42,43.0,42.29,35.0
43,43.0,42.75,37.0
44,43.0,42.66,37.0
45,43.0,42.67,36.0
46,43.0,42.49,34.0
47,43.0,42.59,37.0
48,43.0,42.58,36.0
49,43.0,42.82,38.0
50,43.0,42.8,36.0
51,43.0,42.82,39.0
52,43.0,42.66,36.0
53,43.0,42.82,37.0
54,43.0,42.68,36.0
55,43.0,42.76,37.0
56,43.0,42.53,36.0
57,43.0,42.67,36.0
58,43.0,41.95,32.0
59,43.0,42.59,36.0
60,43.0,42.34,35.0
61,43.0,42.04,33.0
62,43.0,42.07,34.0
63,43.0,42.3,35.0
64,43.0,42.1,31.0
65,43.0,42.25,36.0
66,43.0,42.6,36.0
67,43.0,42.42,35.0
68,43.0,42.45,36.0
69,43.0,42.81,39.0
70,43.0,42.8,37.0
71,43.0,42.79,37.0
72,43.0,42.53,36.0
73,43.0,42.83,38.0
74,43.0,42.65,37.0
75,43.0,42.65,35.0
76,43.0,42.78,37.0
77,43.0,42.5,35.0
78,43.0,42.56,36.0
79,43.0,42.76,35.0
80,43.0,42.73,37.0
81,43.0,42.49,35.0
82,43.0,42.76,37.0
83,43.0,42.64,38.0
84,43.0,42.74,38.0
85,43.0,42.54,36.0
86,43.0,42.8,38.0
87,43.0,42.63,38.0
88,43.0,42.42,34.0
89,43.0,42.43,37.0
90,43.0,42.81,38.0
91,43.0,42.69,37.0
92,43.0,42.34,36.0
93,43.0,42.42,37.0
94,43.0,42.57,35.0
95,43.0,42.73,35.0
96,43.0,42.38,32.0
97,43.0,42.57,37.0
98,43.0,42.81,38.0
99,43.0,42.66,36.0
100,43.0,42.74,38.0
101,43.0,42.55,36.0
102,43.0,42.75,37.0
103,43.0,42.41,33.0
104,43.0,42.58,37.0
105,43.0,42.35,34.0
106,43.0,42.67,37.0
107,43.0,42.46,35.0
108,43.0,42.37,32.0
109,43.0,42.87,39.0
110,43.0,42.5,36.0
111,43.0,42.57,37.0
112,43.0,42.78,36.0
113,43.0,42.81,39.0
114,43.0,42.6,33.0
115,43.0,42.65,38.0
116,43.0,42.67,35.0
117,43.0,42.61,36.0
118,43.0,42.54,35.0
119,43.0,42.63,36.0
120,43.0,42.63,37.0
121,43.0,42.46,35.0
122,43.0,42.56,35.0
123,43.0,42.53,35.0
124,43.0,42.63,34.0
125,43.0,42.89,39.0
126,43.0,42.58,34.0
127,43.0,42.59,34.0
128,43.0,42.46,36.0
129,43.0,42.42,38.0
130,43.0,42.56,33.0
131,43.0,42.68,35.0
132,43.0,42.82,36.0
133,43.0,42.64,38.0
134,43.0,42.45,34.0
135,43.0,42.77,37.0
136,43.0,42.64,36.0
137,43.0,42.72,36.0
138,43.0,42.79,37.0
139,43.0,42.69,34.0
140,43.0,42.68,36.0
141,43.0,42.49,33.0
142,43.0,42.75,38.0
143,43.0,42.6,34.0
144,43.0,42.76,39.0
145,43.0,42.52,36.0
146,43.0,42.33,35.0
147,43.0,42.35,36.0
148,43.0,42.52,36.0
149,43.0,42.51,37.0
150,43.0,42.61,36.0
151,43.0,42.71,39.0
152,43.0,42.72,35.0
153,43.0,42.73,36.0
154,43.0,42.73,37.0
155,43.0,42.74,38.0
156,43.0,42.57,36.0
157,43.0,42.81,37.0
158,43.0,42.63,36.0
159,43.0,42.71,37.0
160,43.0,42.91,40.0
161,43.0,42.6,36.0
162,43.0,42.62,38.0
163,43.0,42.44,35.0
164,43.0,42.5,36.0
165,43.0,42.82,36.0
166,43.0,42.71,35.0
167,43.0,42.65,38.0
168,43.0,42.65,36.0
169,43.0,42.88,40.0
170,43.0,42.63,34.0
171,43.0,42.45,35.0
172,43.0,42.4,34.0
173,43.0,42.86,40.0
174,43.0,42.72,37.0
175,43.0,42.68,37.0
176,43.0,42.11,36.0
177,43.0,42.59,36.0
178,43.0,42.8,37.0
179,43.0,42.77,35.0
180,43.0,42.11,36.0
181,43.0,42.63,38.0
182,43.0,42.69,35.0
183,43.0,42.67,37.0
184,43.0,42.69,37.0
185,43.0,42.5,37.0
186,43.0,42.53,36.0
187,43.0,42.01,35.0
188,43.0,42.73,38.0
189,43.0,42.63,34.0
190,43.0,42.86,39.0
191,43.0,42.62,36.0
192,43.0,42.85,39.0
193,43.0,42.33,36.0
194,43.0,42.47,37.0
195,43.0,42.73,37.0
196,43.0,42.58,38.0
197,43.0,42.66,36.0
198,43.0,42.71,37.0
199,43.0,42.35,36.0
200,43.0,42.52,36.0
201,43.0,42.64,37.0
202,43.0,42.71,35.0
203,43.0,42.86,39.0
204,43.0,42.44,36.0
205,43.0,42.67,37.0
206,43.0,42.82,36.0
207,43.0,42.72,36.0
208,43.0,42.79,38.0
209,43.0,42.51,35.0
210,43.0,42.35,36.0
211,43.0,42.29,37.0
212,43.0,42.45,34.0
213,43.0,42.48,35.0
214,43.0,42.29,36.0
215,43.0,42.38,35.0
216,43.0,42.69,36.0
217,43.0,42.93,40.0
218,43.0,42.75,37.0
219,43.0,42.17,36.0
220,43.0,42.72,35.0
221,43.0,42.52,37.0
222,43.0,42.55,36.0
223,43.0,42.18,34.0
224,43.0,42.33,36.0
225,43.0,42.26,34.0
226,43.0,42.74,38.0
227,43.0,42.37,37.0
228,43.0,42.58,36.0
229,43.0,42.37,35.0
230,43.0,42.54,35.0
231,43.0,42.48,37.0
232,43.0,42.34,36.0
233,43.0,42.71,37.0
234,43.0,42.13,36.0
235,43.0,42.59,38.0
236,43.0,42.59,34.0
237,43.0,42.47,36.0
238,43.0,42.4,33.0
239,43.0,42.74,38.0
240,43.0,42.52,36.0
241,43.0,42.61,37.0
242,43.0,42.85,39.0
243,43.0,42.53,35.0
244,43.0,42.87,39.0
245,43.0,42.73,37.0
246,43.0,42.7,38.0
247,43.0,42.73,35.0
248,43.0,42.84,36.0
249,43.0,42.92,39.0
250,43.0,42.4,37.0
251,43.0,42.36,35.0
252,43.0,42.71,37.0
253,43.0,42.76,37.0
254,43.0,42.65,34.0
255,43.0,42.61,34.0
256,43.0,42.59,36.0
257,43.0,42.59,35.0
258,43.0,42.62,36.0
259,43.0,42.66,35.0
260,43.0,42.58,37.0
261,43.0,42.78,38.0
262,43.0,42.66,37.0
263,43.0,42.74,38.0
264,43.0,42.81,36.0
265,43.0,42.97,40.0
266,43.0,42.74,36.0
267,43.0,42.45,33.0
268,43.0,42.67,37.0
269,43.0,42.87,39.0
270,43.0,42.51,38.0
271,43.0,42.4,33.0
272,43.0,42.81,38.0
273,43.0,42.65,33.0
274,43.0,42.79,38.0
275,43.0,42.71,38.0
276,43.0,42.81,37.0
277,43.0,42.59,38.0
278,43.0,42.59,35.0
279,43.0,42.84,39.0
280,43.0,42.77,39.0
281,43.0,42.58,37.0
282,43.0,42.68,37.0
283,43.0,42.2,34.0
284,43.0,42.57,36.0
285,43.0,42.66,37.0
286,43.0,42.72,38.0
287,43.0,42.53,37.0
288,43.0,42.59,35.0
289,43.0,42.53,37.0
290,43.0,42.66,38.0
291,43.0,42.55,36.0
292,43.0,42.57,35.0
293,43.0,42.56,37.0
294,43.0,42.56,35.0
295,43.0,42.79,37.0
296,43.0,42.75,36.0
297,43.0,42.43,35.0
298,43.0,42.57,37.0
299,43.0,42.76,38.0
300,43.0,42.71,35.0
301,43.0,42.76,38.0
302,43.0,42.73,37.0
303,43.0,42.66,35.0
304,43.0,42.49,35.0
305,43.0,42.49,35.0
306,43.0,42.78,35.0
307,43.0,42.65,38.0
308,43.0,42.59,38.0
309,43.0,42.93,41.0
310,43.0,42.78,38.0
311,43.0,42.58,36.0
312,43.0,42.64,36.0
313,43.0,42.61,37.0
314,43.0,42.45,33.0
315,43.0,42.15,35.0
316,43.0,42.55,36.0
317,43.0,42.69,36.0
318,43.0,42.77,37.0
319,43.0,42.76,35.0
320,43.0,42.53,34.0
321,43.0,42.77,37.0
322,43.0,42.7,35.0
323,43.0,42.64,39.0
324,43.0,42.67,36.0
325,43.0,42.69,37.0
326,43.0,42.51,36.0
327,43.0,42.66,34.0
328,43.0,42.8,38.0
329,43.0,42.53,34.0
330,43.0,42.42,34.0
331,43.0,42.7,35.0
332,43.0,42.49,38.0
333,43.0,42.7,37.0
334,43.0,42.8,36.0
335,43.0,42.57,36.0
336,43.0,42.52,35.0
337,43.0,42.51,35.0
338,43.0,42.32,36.0
339,43.0,42.4,36.0
340,43.0,42.43,35.0
341,43.0,42.64,35.0
342,43.0,42.16,32.0
343,43.0,42.77,39.0
344,43.0,42.69,37.0
345,43.0,42.54,37.0
346,43.0,42.33,35.0
347,43.0,42.86,36.0
348,43.0,42.46,37.0
349,43.0,42.62,36.0
350,43.0,42.67,36.0
351,43.0,42.64,37.0
352,43.0,42.66,35.0
353,43.0,42.94,41.0
354,43.0,42.81,36.0
355,43.0,42.65,37.0
356,43.0,42.83,38.0
357,43.0,42.25,36.0
358,43.0,42.92,39.0
359,43.0,41.95,32.0
360,43.0,42.7,37.0
361,43.0,42.66,38.0
362,43.0,42.79,36.0
363,43.0,42.57,35.0
364,43.0,42.68,36.0
365,43.0,42.69,35.0
366,43.0,42.35,36.0
367,43.0,42.61,38.0
368,43.0,42.41,34.0
369,43.0,42.72,38.0
370,43.0,42.4,37.0
371,43.0,42.71,35.0
372,43.0,42.74,35.0
373,43.0,42.72,37.0
374,43.0,42.61,38.0
375,43.0,42.44,38.0
376,43.0,42.59,37.0
377,43.0,42.34,35.0
378,43.0,42.64,36.0
379,43.0,42.58,37.0
380,43.0,42.74,38.0
381,43.0,42.79,37.0
382,43.0,42.62,36.0
383,43.0,42.79,38.0
384,43.0,42.62,37.0
385,43.0,42.53,38.0
386,43.0,42.7,38.0
387,43.0,42.69,37.0
388,43.0,42.3,36.0
389,43.0,42.43,37.0
390,43.0,42.66,36.0
391,43.0,42.74,35.0
392,43.0,42.59,35.0
393,43.0,42.54,36.0
394,43.0,42.67,37.0
395,43.0,42.63,36.0
396,43.0,42.35,36.0
397,43.0,42.62,35.0
398,43.0,42.79,38.0
399,43.0,42.8,38.0
400,43.0,42.48,35.0
401,43.0,42.97,41.0
402,43.0,42.86,37.0
403,43.0,42.35,33.0
404,43.0,42.24,35.0
405,43.0,42.81,39.0
406,43.0,42.82,39.0
407,43.0,42.5,35.0
408,43.0,42.64,37.0
409,43.0,42.51,36.0
410,43.0,42.6,37.0
411,43.0,42.87,38.0
412,43.0,42.62,37.0
413,43.0,42.76,38.0
414,43.0,42.6,37.0
