generation,best_fitness,avg_fitness,worst_fitness
0,40.0,34.77,25.0
1,40.0,36.77,32.0
2,40.0,37.36,32.0
3,41.0,37.65,30.0
4,41.0,37.93,31.0
5,43.0,38.97,33.0
6,43.0,39.59,35.0
7,43.0,40.23,35.0
8,43.0,40.66,36.0
9,43.0,40.98,38.0
10,43.0,41.24,35.0
11,43.0,41.81,38.0
12,43.0,42.73,40.0
13,43.0,42.74,39.0
14,43.0,42.86,40.0
15,43.0,42.83,40.0
16,43.0,42.84,38.0
17,43.0,42.84,39.0
18,43.0,42.85,41.0
19,44.0,42.89,39.0
20,44.0,42.94,41.0
21,44.0,42.91,39.0
22,44.0,42.71,39.0
23,44.0,42.94,39.0
24,44.0,43.08,41.0
25,45.0,43.37,42.0
