generation,best_fitness,avg_fitness,worst_fitness
0,40.0,34.66,27.0
1,41.0,36.61,30.0
2,41.0,37.29,30.0
3,42.0,38.32,33.0
4,42.0,38.57,32.0
5,44.0,39.14,35.0
6,44.0,39.85,36.0
7,44.0,40.54,36.0
8,44.0,41.66,36.0
9,44.0,43.03,36.0
10,44.0,43.77,40.0
11,44.0,43.95,41.0
12,44.0,43.86,40.0
13,44.0,43.86,41.0
14,44.0,43.96,41.0
15,44.0,43.96,40.0
16,44.0,43.85,41.0
17,44.0,43.94,42.0
18,44.0,43.94,41.0
19,44.0,43.95,41.0
20,44.0,44.0,44.0
21,44.0,43.87,40.0
22,44.0,43.78,40.0
23,44.0,43.91,41.0
24,44.0,43.95,41.0
25,45.0,43.91,41.0
