generation,best_fitness,avg_fitness,worst_fitness
0,40.0,34.45,24.0
1,41.0,36.52,31.0
2,41.0,37.18,32.0
3,42.0,37.53,31.0
4,42.0,37.56,32.0
5,43.0,38.28,33.0
6,43.0,38.75,34.0
7,43.0,39.1,32.0
8,43.0,39.76,35.0
9,43.0,40.06,34.0
10,43.0,40.43,37.0
11,43.0,40.44,35.0
12,43.0,40.96,37.0
13,44.0,41.63,35.0
14,44.0,42.42,37.0
15,44.0,42.95,40.0
16,44.0,43.33,41.0
17,44.0,43.78,42.0
18,44.0,43.89,41.0
19,44.0,43.77,40.0
20,44.0,43.79,41.0
21,44.0,43.95,42.0
22,44.0,43.9,41.0
23,44.0,43.87,41.0
24,45.0,43.96,42.0
