generation,best_fitness,avg_fitness,worst_fitness
0,41.0,34.57,26.0
1,41.0,35.95,28.0
2,41.0,36.36,27.0
3,42.0,36.88,30.0
4,42.0,37.02,29.0
5,42.0,36.96,30.0
6,43.0,37.35,32.0
7,43.0,37.87,32.0
8,43.0,38.56,31.0
9,44.0,39.67,34.0
10,45.0,40.81,36.0
