generation,best_fitness,avg_fitness,worst_fitness
0,41.0,34.57,28.0
1,41.0,36.25,31.0
2,41.0,37.42,32.0
3,42.0,37.91,33.0
4,42.0,38.4,33.0
5,43.0,38.87,33.0
6,43.0,39.56,34.0
7,43.0,40.13,33.0
8,43.0,41.12,36.0
9,43.0,42.23,39.0
10,43.0,42.83,40.0
11,44.0,42.93,40.0
12,44.0,42.91,40.0
13,44.0,42.91,39.0
14,44.0,42.91,39.0
15,44.0,43.04,40.0
16,44.0,43.38,41.0
17,44.0,43.72,40.0
18,44.0,43.87,41.0
19,44.0,43.88,41.0
20,44.0,43.94,40.0
21,44.0,44.0,44.0
22,44.0,43.88,41.0
23,44.0,43.91,41.0
24,44.0,43.94,42.0
25,44.0,43.92,41.0
26,44.0,43.93,40.0
27,44.0,43.79,40.0
28,44.0,43.95,41.0
29,45.0,43.85,40.0
