generation,best_fitness,avg_fitness,worst_fitness
0,40.0,34.79,30.0
1,41.0,36.51,29.0
2,42.0,37.06,29.0
3,42.0,37.79,32.0
4,42.0,37.9,31.0
5,42.0,38.28,31.0
6,42.0,38.78,35.0
7,42.0,39.57,34.0
8,42.0,40.22,35.0
9,43.0,40.99,36.0
10,43.0,41.46,38.0
11,43.0,41.28,38.0
12,43.0,41.51,38.0
13,43.0,41.6,38.0
14,43.0,42.18,40.0
15,43.0,42.29,40.0
16,43.0,42.46,39.0
17,43.0,42.57,41.0
18,43.0,42.69,41.0
19,43.0,42.6,38.0
20,43.0,42.63,38.0
21,43.0,42.64,39.0
22,43.0,42.72,41.0
23,43.0,42.45,37.0
24,43.0,42.64,39.0
25,43.0,42.48,40.0
26,43.0,42.61,38.0
27,43.0,42.91,41.0
28,43.0,42.77,39.0
29,43.0,42.72,38.0
30,43.0,42.84,39.0
31,43.0,42.73,40.0
32,43.0,42.79,40.0
33,43.0,42.73,39.0
34,43.0,42.87,40.0
35,43.0,42.73,40.0
36,43.0,42.85,39.0
37,43.0,42.82,40.0
38,43.0,42.86,39.0
39,43.0,42.88,40.0
40,43.0,42.75,39.0
41,43.0,42.89,40.0
42,43.0,42.78,39.0
43,43.0,42.83,40.0
44,43.0,42.89,40.0
45,43.0,42.66,39.0
46,43.0,42.76,40.0
47,43.0,42.81,39.0
48,43.0,42.69,39.0
49,43.0,42.66,39.0
50,43.0,42.73,39.0
51,43.0,42.7,40.0
52,43.0,42.53,39.0
53,43.0,42.73,40.0
54,43.0,42.94,39.0
55,43.0,42.91,40.0
56,43.0,42.83,39.0
57,43.0,42.72,40.0
58,43.0,42.68,37.0
59,43.0,42.87,39.0
60,43.0,42.76,39.0
61,43.0,42.71,39.0
62,43.0,42.87,39.0
63,43.0,42.75,40.0
64,43.0,42.86,40.0
65,43.0,42.83,40.0
66,43.0,42.73,40.0
67,43.0,42.81,40.0
68,43.0,42.8,39.0
69,43.0,42.77,40.0
70,43.0,42.91,41.0
71,43.0,42.77,40.0
72,43.0,42.81,39.0
73,43.0,42.61,38.0
74,43.0,42.8,39.0
75,43.0,42.81,40.0
76,43.0,42.86,41.0
77,43.0,42.9,40.0
78,43.0,42.78,39.0
79,43.0,42.89,41.0
80,43.0,42.86,40.0
81,43.0,42.88,39.0
82,43.0,42.76,39.0
83,43.0,42.79,40.0
84,43.0,42.78,40.0
85,43.0,42.83,40.0
86,43.0,42.81,39.0
87,43.0,42.65,39.0
88,43.0,42.82,38.0
89,43.0,42.78,39.0
90,43.0,42.75,39.0
91,43.0,42.73,39.0
92,43.0,42.84,40.0
93,43.0,42.74,39.0
94,43.0,42.89,40.0
95,43.0,42.81,40.0
96,43.0,42.95,41.0
97,43.0,42.78,40.0
98,43.0,42.83,39.0
99,43.0,42.82,40.0
100,43.0,42.79,40.0
101,43.0,42.73,39.0
102,43.0,42.88,41.0
103,43.0,42.84,40.0
104,43.0,42.88,39.0
105,43.0,42.83,40.0
106,43.0,42.92,40.0
107,43.0,42.77,39.0
108,43.0,42.83,40.0
109,43.0,42.85,40.0
110,43.0,42.94,41.0
111,43.0,42.72,39.0
112,43.0,42.76,38.0
113,43.0,42.7,39.0
114,43.0,42.87,40.0
115,43.0,42.87,39.0
116,43.0,42.81,41.0
117,43.0,42.71,38.0
118,43.0,42.85,40.0
119,43.0,42.69,40.0
120,43.0,42.91,40.0
121,43.0,42.83,39.0
122,43.0,42.76,39.0
123,43.0,42.94,41.0
124,43.0,42.74,39.0
125,43.0,42.88,40.0
126,43.0,42.8,40.0
127,43.0,42.92,40.0
128,43.0,42.91,39.0
129,43.0,42.79,39.0
130,43.0,42.71,40.0
131,43.0,42.88,39.0
132,43.0,42.83,40.0
133,43.0,42.81,39.0
134,43.0,42.9,41.0
135,43.0,42.8,40.0
136,43.0,42.85,40.0
137,43.0,42.71,39.0
138,43.0,42.9,39.0
139,43.0,42.87,41.0
140,43.0,42.87,39.0
141,43.0,42.88,39.0
142,43.0,42.79,37.0
143,43.0,42.67,39.0
144,43.0,42.87,40.0
145,43.0,42.85,40.0
146,43.0,42.77,39.0
147,43.0,42.8,40.0
148,43.0,42.78,39.0
149,43.0,42.79,39.0
