generation,best_fitness,avg_fitness,worst_fitness
0,40.0,34.8,26.0
1,42.0,36.48,32.0
2,42.0,37.21,31.0
3,42.0,37.61,32.0
4,42.0,38.47,33.0
5,43.0,39.27,33.0
6,43.0,39.4,33.0
7,44.0,39.96,34.0
8,44.0,41.31,35.0
9,44.0,42.15,35.0
10,44.0,43.12,36.0
11,44.0,43.82,42.0
12,44.0,43.82,40.0
13,44.0,43.94,42.0
14,44.0,43.93,40.0
15,44.0,43.87,41.0
16,44.0,43.94,41.0
17,44.0,43.8,39.0
18,44.0,43.96,40.0
19,44.0,43.9,40.0
20,44.0,43.98,42.0
21,44.0,43.89,41.0
22,44.0,43.86,41.0
23,44.0,43.78,40.0
24,44.0,43.81,40.0
25,44.0,43.81,40.0
26,44.0,43.98,42.0
27,44.0,43.9,40.0
28,44.0,43.88,41.0
29,44.0,43.89,42.0
30,44.0,43.93,42.0
31,44.0,43.86,40.0
32,44.0,43.94,42.0
33,44.0,43.95,41.0
34,44.0,43.97,41.0
35,44.0,43.89,40.0
36,44.0,43.88,41.0
37,44.0,43.96,42.0
38,44.0,43.88,40.0
39,44.0,43.84,40.0
40,44.0,43.88,40.0
41,44.0,43.92,41.0
42,44.0,43.9,41.0
43,44.0,44.0,44.0
44,44.0,43.93,41.0
45,44.0,43.88,40.0
46,44.0,43.89,41.0
47,44.0,43.89,41.0
48,44.0,43.97,41.0
49,44.0,43.92,40.0
50,44.0,43.83,41.0
51,44.0,43.94,42.0
52,44.0,43.89,40.0
53,44.0,43.84,40.0
54,44.0,43.92,40.0
55,44.0,43.9,41.0
56,44.0,43.8,40.0
57,44.0,43.89,41.0
58,44.0,43.93,41.0
59,44.0,43.91,40.0
60,44.0,43.86,39.0
61,44.0,43.96,42.0
62,44.0,43.86,40.0
63,44.0,43.91,40.0
64,44.0,43.89,41.0
65,44.0,43.9,41.0
66,44.0,43.99,43.0
67,44.0,43.97,41.0
68,44.0,43.88,40.0
69,44.0,43.81,40.0
70,45.0,43.92,40.0
