generation,best_fitness,avg_fitness,worst_fitness
0,42.0,35.4,28.0
1,42.0,36.31,29.0
2,42.0,36.9,30.0
3,42.0,36.53,30.0
4,42.0,37.69,30.0
5,42.0,37.73,31.0
6,42.0,37.69,32.0
7,43.0,38.39,32.0
8,43.0,38.77,33.0
9,44.0,39.32,34.0
10,44.0,39.56,35.0
11,44.0,39.62,32.0
12,44.0,40.25,34.0
13,44.0,40.79,34.0
14,44.0,41.56,37.0
15,44.0,41.7,34.0
16,44.0,42.59,38.0
17,44.0,43.54,40.0
18,44.0,43.58,38.0
19,44.0,43.64,39.0
20,44.0,43.8,39.0
21,44.0,43.82,41.0
22,44.0,43.66,40.0
23,44.0,43.58,35.0
24,44.0,43.55,38.0
25,44.0,43.84,39.0
26,44.0,43.77,40.0
27,44.0,43.67,39.0
28,44.0,43.64,37.0
29,44.0,43.88,40.0
30,44.0,43.87,41.0
31,44.0,43.77,38.0
32,44.0,43.7,39.0
33,44.0,43.87,40.0
34,44.0,43.73,40.0
35,44.0,43.72,38.0
36,44.0,43.54,37.0
37,44.0,43.72,39.0
38,44.0,43.87,41.0
39,44.0,43.69,38.0
40,44.0,43.82,39.0
41,44.0,43.88,38.0
42,44.0,43.79,39.0
43,44.0,43.78,39.0
44,44.0,43.68,40.0
45,44.0,43.62,37.0
46,44.0,43.71,38.0
47,44.0,43.85,37.0
48,44.0,43.83,39.0
49,44.0,43.77,37.0
50,44.0,43.93,41.0
51,44.0,43.55,38.0
52,44.0,43.45,37.0
53,44.0,43.6,39.0
54,44.0,43.76,39.0
55,44.0,43.64,38.0
56,45.0,43.81,39.0
