generation,best_fitness,avg_fitness,worst_fitness
0,42.0,35.15,28.0
1,42.0,36.56,31.0
2,42.0,37.65,32.0
3,42.0,38.69,33.0
4,42.0,39.12,31.0
5,42.0,39.81,35.0
6,42.0,40.57,36.0
7,43.0,41.09,38.0
8,43.0,41.2,38.0
9,43.0,41.31,38.0
10,43.0,41.6,38.0
11,43.0,41.9,38.0
12,43.0,42.12,40.0
13,43.0,42.39,39.0
14,43.0,42.8,39.0
15,43.0,42.88,41.0
16,43.0,42.78,40.0
17,43.0,42.92,41.0
18,43.0,42.81,39.0
19,43.0,42.88,40.0
20,43.0,42.8,39.0
21,43.0,42.91,40.0
22,43.0,42.82,41.0
23,43.0,42.91,40.0
24,43.0,42.89,41.0
25,43.0,42.75,39.0
26,43.0,42.91,41.0
27,43.0,42.85,41.0
28,43.0,42.93,40.0
29,43.0,42.77,38.0
30,43.0,42.88,40.0
31,43.0,42.83,40.0
32,43.0,42.83,39.0
33,43.0,42.79,40.0
34,43.0,42.85,39.0
35,43.0,42.74,40.0
36,43.0,42.91,41.0
37,43.0,42.87,40.0
38,43.0,42.91,40.0
39,43.0,42.75,39.0
40,43.0,42.85,41.0
41,43.0,42.9,40.0
42,43.0,42.82,39.0
43,43.0,42.91,41.0
44,43.0,42.8,39.0
45,43.0,42.92,41.0
46,43.0,42.91,41.0
47,43.0,42.89,40.0
48,43.0,42.81,40.0
49,43.0,42.88,41.0
50,43.0,42.91,41.0
51,43.0,42.9,41.0
52,43.0,42.91,40.0
53,43.0,42.81,40.0
54,43.0,42.89,39.0
55,43.0,42.92,41.0
56,43.0,42.96,41.0
57,43.0,42.91,40.0
58,43.0,42.95,41.0
59,43.0,42.93,40.0
60,43.0,42.95,40.0
61,43.0,42.9,40.0
62,43.0,42.91,39.0
63,43.0,42.92,40.0
64,43.0,42.96,40.0
65,43.0,42.99,42.0
66,43.0,42.91,40.0
67,43.0,42.85,39.0
68,43.0,42.89,39.0
69,43.0,42.91,41.0
70,43.0,42.92,40.0
71,43.0,42.9,39.0
72,43.0,42.95,41.0
73,43.0,42.89,40.0
74,43.0,43.0,43.0
75,43.0,42.92,40.0
76,43.0,42.95,41.0
77,43.0,42.9,40.0
78,43.0,42.94,40.0
79,43.0,42.97,41.0
80,43.0,42.95,40.0
81,43.0,42.9,39.0
82,43.0,42.89,41.0
83,43.0,42.94,40.0
84,43.0,42.92,40.0
85,43.0,42.72,39.0
86,43.0,42.97,41.0
87,43.0,42.93,39.0
88,43.0,42.92,40.0
89,43.0,42.92,40.0
90,43.0,42.85,40.0
91,43.0,42.91,41.0
92,43.0,42.93,41.0
93,43.0,43.0,43.0
94,43.0,42.85,40.0
95,43.0,42.97,42.0
96,43.0,42.97,41.0
97,43.0,42.97,41.0
98,43.0,42.86,39.0
99,43.0,42.93,39.0
100,43.0,42.91,40.0
101,43.0,42.95,40.0
102,43.0,42.93,40.0
103,43.0,42.91,40.0
104,43.0,42.91,41.0
105,43.0,42.95,41.0
106,43.0,42.98,41.0
107,43.0,42.89,40.0
108,43.0,42.94,41.0
109,43.0,42.9,40.0
110,43.0,43.0,43.0
111,43.0,42.95,41.0
112,43.0,42.88,39.0
113,43.0,42.96,41.0
114,43.0,42.94,41.0
115,43.0,42.96,40.0
116,43.0,42.91,40.0
117,43.0,42.99,42.0
118,43.0,42.84,38.0
119,43.0,42.95,40.0
120,43.0,42.89,40.0
121,43.0,42.92,39.0
122,43.0,42.93,40.0
123,43.0,42.88,40.0
124,43.0,42.93,41.0
125,43.0,42.91,40.0
126,43.0,42.95,41.0
127,43.0,42.93,41.0
128,43.0,42.96,41.0
129,43.0,42.98,41.0
130,43.0,43.0,43.0
131,43.0,42.9,40.0
132,43.0,42.94,41.0
133,43.0,42.91,40.0
134,43.0,42.9,40.0
135,43.0,42.98,42.0
136,43.0,42.9,40.0
137,43.0,42.99,42.0
138,43.0,42.89,40.0
139,43.0,42.98,41.0
140,43.0,42.86,39.0
141,43.0,42.93,40.0
142,43.0,42.86,40.0
143,43.0,42.96,41.0
144,43.0,42.94,39.0
145,43.0,42.95,40.0
146,43.0,42.96,41.0
147,43.0,42.8,39.0
148,43.0,42.88,39.0
149,43.0,42.9,40.0
150,43.0,42.94,40.0
151,43.0,42.96,41.0
152,43.0,42.94,41.0
153,43.0,42.93,40.0
154,43.0,42.8,40.0
155,43.0,42.99,42.0
156,43.0,42.88,40.0
157,43.0,42.97,41.0
158,43.0,42.92,40.0
159,43.0,42.93,40.0
160,43.0,42.9,39.0
161,43.0,42.96,41.0
162,43.0,42.92,40.0
163,43.0,42.96,41.0
164,43.0,42.84,39.0
165,43.0,42.98,41.0
166,43.0,42.91,40.0
167,43.0,42.91,41.0
168,43.0,42.96,41.0
169,43.0,42.96,41.0
170,43.0,42.96,41.0
171,43.0,42.95,40.0
172,43.0,42.9,40.0
173,43.0,42.95,41.0
174,43.0,42.96,41.0
175,43.0,42.9,39.0
176,43.0,42.97,41.0
177,43.0,42.8,40.0
178,43.0,42.88,40.0
179,43.0,42.98,42.0
180,43.0,42.99,42.0
181,43.0,42.88,40.0
182,43.0,42.86,39.0
183,43.0,42.92,40.0
184,43.0,42.95,40.0
185,43.0,42.96,40.0
186,43.0,42.9,39.0
187,43.0,42.92,41.0
188,43.0,42.96,41.0
189,43.0,42.92,40.0
190,43.0,42.91,40.0
191,43.0,42.97,41.0
192,43.0,42.94,40.0
193,43.0,42.89,39.0
194,43.0,42.89,40.0
195,43.0,42.89,39.0
196,43.0,43.0,43.0
197,43.0,42.9,40.0
198,43.0,42.96,41.0
199,43.0,42.91,41.0
200,43.0,42.91,40.0
201,43.0,42.94,40.0
202,43.0,42.86,39.0
203,43.0,42.88,40.0
204,43.0,42.82,39.0
205,43.0,42.89,40.0
206,43.0,42.93,41.0
207,43.0,42.85,40.0
208,43.0,42.97,40.0
209,43.0,42.97,41.0
210,43.0,42.91,40.0
211,43.0,42.9,40.0
212,43.0,42.87,40.0
213,43.0,42.96,41.0
214,43.0,42.91,40.0
215,43.0,42.91,40.0
216,44.0,42.94,39.0
217,44.0,42.91,40.0
218,44.0,42.98,41.0
219,44.0,43.0,40.0
220,44.0,43.23,42.0
221,44.0,43.44,40.0
222,44.0,43.76,41.0
223,44.0,43.87,41.0
224,44.0,43.89,41.0
225,44.0,43.93,42.0
226,44.0,43.96,42.0
227,44.0,43.92,41.0
228,44.0,43.84,41.0
229,44.0,43.91,41.0
230,44.0,43.91,41.0
231,44.0,43.96,42.0
232,44.0,43.87,41.0
233,44.0,43.93,41.0
234,44.0,43.86,41.0
235,44.0,43.94,41.0
236,44.0,43.92,41.0
237,44.0,43.96,42.0
238,44.0,43.88,41.0
239,44.0,43.92,41.0
240,44.0,43.96,41.0
241,44.0,43.77,40.0
242,44.0,43.88,41.0
243,44.0,43.87,41.0
244,44.0,43.86,41.0
245,44.0,43.84,41.0
246,44.0,43.98,42.0
247,44.0,43.9,41.0
248,44.0,43.95,42.0
249,44.0,43.88,42.0
250,44.0,43.97,42.0
251,44.0,43.84,41.0
252,44.0,43.89,41.0
253,44.0,43.95,42.0
254,44.0,43.96,42.0
255,44.0,43.98,42.0
256,44.0,43.91,41.0
257,44.0,43.81,41.0
258,44.0,43.8,40.0
259,44.0,43.85,41.0
260,44.0,43.86,41.0
261,44.0,43.85,41.0
262,44.0,43.98,42.0
263,44.0,43.96,42.0
264,44.0,43.93,41.0
265,44.0,43.98,42.0
266,44.0,43.89,41.0
267,44.0,43.9,41.0
268,44.0,43.96,42.0
269,44.0,43.9,41.0
270,44.0,43.96,42.0
271,44.0,43.92,41.0
272,44.0,44.0,44.0
273,44.0,43.88,41.0
274,44.0,43.93,41.0
275,44.0,43.91,41.0
276,44.0,43.94,41.0
277,44.0,43.91,41.0
278,44.0,43.93,41.0
279,44.0,43.96,42.0
280,44.0,43.88,41.0
281,44.0,43.91,40.0
282,44.0,43.84,41.0
283,44.0,43.9,41.0
284,44.0,43.9,41.0
285,44.0,43.88,41.0
286,44.0,43.85,41.0
287,44.0,43.86,40.0
288,44.0,43.91,41.0
289,44.0,43.87,42.0
290,44.0,43.92,40.0
291,44.0,43.95,41.0
292,44.0,43.93,41.0
293,44.0,43.92,41.0
294,44.0,43.89,41.0
295,44.0,43.89,41.0
296,44.0,43.9,40.0
297,44.0,43.89,40.0
298,44.0,43.87,41.0
299,44.0,43.87,41.0
300,44.0,43.82,41.0
301,44.0,43.87,40.0
302,44.0,43.94,40.0
303,44.0,43.86,41.0
304,44.0,43.96,42.0
305,44.0,43.91,41.0
306,44.0,43.93,41.0
307,44.0,43.89,41.0
308,44.0,43.87,40.0
309,44.0,43.9,41.0
310,44.0,43.85,41.0
311,44.0,43.93,41.0
312,44.0,43.95,43.0
313,44.0,43.95,42.0
314,44.0,43.86,41.0
315,44.0,43.93,41.0
316,44.0,44.0,44.0
317,44.0,43.93,42.0
318,44.0,43.91,41.0
319,44.0,43.94,41.0
320,44.0,43.81,40.0
321,44.0,43.99,43.0
322,44.0,43.88,41.0
323,44.0,43.96,42.0
324,44.0,43.87,41.0
325,44.0,43.94,42.0
326,44.0,43.94,42.0
327,44.0,43.94,42.0
328,44.0,43.9,41.0
329,44.0,43.92,41.0
330,44.0,43.98,42.0
331,44.0,43.87,41.0
332,44.0,43.92,41.0
333,44.0,43.96,41.0
334,44.0,43.93,42.0
335,44.0,43.86,41.0
336,44.0,43.82,41.0
337,44.0,43.95,42.0
338,44.0,43.92,41.0
339,44.0,43.92,41.0
340,44.0,43.87,41.0
341,44.0,43.97,42.0
342,44.0,43.94,41.0
343,44.0,43.9,41.0
344,44.0,43.94,41.0
345,44.0,43.93,41.0
346,44.0,43.94,41.0
347,44.0,43.98,42.0
348,44.0,43.93,40.0
349,44.0,43.97,42.0
350,44.0,43.99,43.0
351,44.0,43.93,41.0
352,44.0,43.93,41.0
353,44.0,43.92,42.0
354,44.0,43.99,43.0
355,44.0,43.84,40.0
356,44.0,43.95,42.0
357,44.0,43.9,41.0
358,44.0,43.97,41.0
359,44.0,44.0,44.0
360,44.0,43.88,42.0
361,44.0,43.88,41.0
362,44.0,43.9,41.0
363,44.0,43.94,41.0
364,44.0,43.9,41.0
365,44.0,43.9,41.0
366,44.0,43.93,41.0
367,44.0,43.88,41.0
368,44.0,43.93,41.0
369,44.0,43.93,41.0
370,44.0,43.78,41.0
371,44.0,43.82,40.0
372,44.0,43.94,42.0
373,44.0,43.93,41.0
374,44.0,43.92,41.0
375,44.0,43.89,41.0
376,44.0,43.84,41.0
377,44.0,43.84,41.0
378,44.0,43.94,41.0
379,44.0,43.92,41.0
380,44.0,43.86,40.0
381,44.0,43.97,42.0
382,44.0,44.0,44.0
383,44.0,43.98,42.0
384,44.0,43.96,42.0
385,44.0,43.89,41.0
386,44.0,43.92,41.0
387,44.0,43.96,42.0
388,44.0,43.95,41.0
389,44.0,43.98,43.0
390,44.0,43.94,42.0
391,44.0,43.93,42.0
392,44.0,43.83,41.0
393,44.0,43.9,41.0
394,44.0,43.87,40.0
395,44.0,43.86,41.0
396,44.0,43.86,41.0
397,44.0,43.91,41.0
398,44.0,43.95,42.0
399,44.0,43.88,42.0
400,44.0,43.97,42.0
401,44.0,43.96,42.0
402,44.0,43.91,41.0
403,44.0,43.92,41.0
404,44.0,43.96,42.0
405,44.0,43.8,41.0
406,44.0,43.87,41.0
407,44.0,43.9,41.0
408,44.0,43.85,41.0
409,44.0,43.87,41.0
410,44.0,43.99,43.0
411,44.0,43.93,40.0
412,44.0,43.94,41.0
413,44.0,43.94,42.0
414,44.0,43.86,41.0
415,44.0,43.99,43.0
416,44.0,43.83,41.0
417,44.0,43.91,41.0
418,44.0,43.92,41.0
419,44.0,43.93,41.0
420,44.0,43.98,42.0
421,44.0,43.96,42.0
422,44.0,43.92,41.0
423,44.0,43.92,41.0
424,44.0,43.84,41.0
425,44.0,43.93,42.0
426,44.0,43.84,41.0
427,44.0,43.89,41.0
428,44.0,43.95,42.0
429,44.0,43.94,41.0
430,44.0,43.84,41.0
431,44.0,43.93,42.0
432,44.0,43.91,41.0
433,44.0,43.86,40.0
434,44.0,43.85,41.0
435,44.0,43.96,41.0
436,44.0,43.92,40.0
437,44.0,43.88,40.0
438,44.0,43.96,42.0
439,44.0,43.86,41.0
440,44.0,43.91,41.0
441,44.0,43.87,41.0
442,44.0,43.95,42.0
443,44.0,43.92,42.0
444,44.0,43.92,42.0
445,44.0,43.93,42.0
446,44.0,43.93,41.0
447,44.0,43.96,41.0
448,44.0,43.98,43.0
449,44.0,43.92,41.0
450,44.0,43.96,40.0
451,44.0,43.9,41.0
452,44.0,43.9,41.0
453,44.0,43.84,41.0
454,44.0,43.93,41.0
455,44.0,43.93,40.0
456,44.0,43.85,41.0
457,44.0,43.87,41.0
458,44.0,43.95,41.0
459,44.0,43.97,43.0
460,44.0,43.94,41.0
461,44.0,43.94,42.0
462,44.0,43.91,41.0
463,44.0,43.91,42.0
464,44.0,43.92,41.0
465,44.0,43.88,41.0
466,44.0,43.96,42.0
467,44.0,43.91,42.0
468,44.0,43.89,41.0
469,44.0,43.89,41.0
470,44.0,43.89,41.0
471,44.0,43.91,41.0
472,44.0,43.97,42.0
473,44.0,43.88,42.0
474,44.0,43.98,42.0
475,44.0,43.96,42.0
476,44.0,43.97,41.0
477,44.0,43.93,42.0
478,44.0,43.87,41.0
479,44.0,43.91,40.0
480,44.0,43.86,40.0
481,44.0,43.86,41.0
482,44.0,43.98,42.0
483,44.0,43.97,43.0
484,44.0,43.91,41.0
485,44.0,43.91,41.0
486,44.0,43.88,40.0
487,44.0,43.93,41.0
488,44.0,43.91,42.0
489,44.0,43.94,42.0
490,44.0,43.94,41.0
491,44.0,43.93,41.0
492,44.0,43.93,41.0
493,44.0,43.98,42.0
494,44.0,43.99,43.0
495,44.0,43.98,43.0
496,44.0,43.91,41.0
497,44.0,43.89,41.0
498,44.0,43.92,42.0
499,44.0,43.89,41.0
