generation,best_fitness,avg_fitness,worst_fitness
0,41.0,34.74,27.0
1,42.0,36.28,28.0
2,42.0,37.44,32.0
3,42.0,38.36,33.0
4,42.0,39.03,34.0
5,42.0,39.45,33.0
6,42.0,39.85,35.0
7,42.0,40.17,35.0
8,42.0,40.0,35.0
9,42.0,40.74,35.0
10,42.0,41.24,36.0
11,42.0,41.54,36.0
12,42.0,41.85,38.0
13,42.0,41.87,40.0
14,42.0,41.9,39.0
15,42.0,41.9,38.0
16,42.0,41.86,39.0
17,42.0,41.84,39.0
18,42.0,41.85,38.0
19,42.0,41.91,40.0
20,42.0,41.94,40.0
21,42.0,41.83,39.0
22,42.0,41.85,37.0
23,42.0,41.76,39.0
24,42.0,41.77,38.0
25,42.0,41.99,41.0
26,42.0,41.81,39.0
27,42.0,41.87,39.0
28,42.0,41.91,39.0
29,42.0,41.91,39.0
30,42.0,41.76,38.0
31,42.0,41.89,39.0
32,42.0,41.92,38.0
33,42.0,41.71,36.0
34,42.0,41.86,38.0
35,42.0,41.78,39.0
36,42.0,41.93,39.0
37,42.0,41.95,40.0
38,42.0,41.92,39.0
39,42.0,41.8,37.0
40,42.0,41.83,39.0
41,42.0,41.88,38.0
42,42.0,41.9,39.0
43,42.0,41.89,39.0
44,42.0,41.89,39.0
45,42.0,41.88,38.0
46,42.0,41.83,39.0
47,42.0,41.95,40.0
48,42.0,41.79,38.0
49,42.0,41.68,38.0
50,42.0,41.69,38.0
51,42.0,41.81,38.0
52,42.0,41.8,37.0
53,42.0,41.91,39.0
54,42.0,41.83,38.0
55,42.0,41.92,39.0
56,42.0,41.94,40.0
57,42.0,41.82,39.0
58,42.0,41.87,39.0
59,42.0,41.73,37.0
60,42.0,41.93,39.0
61,42.0,41.89,38.0
62,42.0,41.82,38.0
63,42.0,41.81,38.0
64,42.0,41.84,38.0
65,42.0,41.81,36.0
66,42.0,41.92,40.0
67,42.0,41.9,39.0
68,42.0,41.9,39.0
69,42.0,41.85,39.0
70,42.0,41.86,38.0
71,42.0,41.91,38.0
72,42.0,41.89,38.0
73,42.0,41.89,39.0
74,42.0,41.98,40.0
75,42.0,41.8,38.0
76,42.0,41.9,38.0
77,42.0,41.81,38.0
78,42.0,41.84,36.0
79,42.0,41.77,39.0
80,42.0,41.96,41.0
81,42.0,41.99,41.0
82,42.0,41.86,37.0
83,42.0,41.9,39.0
84,42.0,41.88,39.0
85,42.0,41.85,39.0
86,42.0,41.67,36.0
87,42.0,41.8,39.0
88,42.0,41.67,37.0
89,42.0,41.86,37.0
90,42.0,41.93,40.0
91,42.0,41.88,38.0
92,42.0,41.91,39.0
93,42.0,41.9,39.0
94,42.0,41.85,38.0
95,42.0,41.79,39.0
96,42.0,41.84,39.0
97,42.0,41.84,38.0
98,42.0,41.86,38.0
99,42.0,41.9,39.0
100,42.0,41.89,39.0
101,42.0,41.9,39.0
102,42.0,41.72,36.0
103,42.0,41.93,39.0
104,42.0,41.93,39.0
105,42.0,41.85,38.0
106,42.0,41.95,40.0
107,42.0,41.59,36.0
108,42.0,41.97,39.0
109,42.0,41.88,39.0
110,42.0,41.9,39.0
111,42.0,41.95,39.0
112,42.0,41.86,38.0
113,42.0,41.97,40.0
114,42.0,41.81,38.0
115,42.0,41.88,38.0
116,42.0,41.8,37.0
117,42.0,41.78,38.0
118,42.0,41.79,39.0
119,42.0,41.94,39.0
120,42.0,41.85,39.0
121,42.0,41.81,38.0
122,42.0,41.89,39.0
123,42.0,41.81,38.0
124,42.0,41.8,38.0
125,42.0,41.9,40.0
126,42.0,41.88,39.0
127,42.0,41.81,38.0
128,42.0,41.76,38.0
129,42.0,41.98,41.0
130,42.0,41.76,37.0
131,42.0,41.91,38.0
132,42.0,41.81,38.0
133,42.0,41.86,38.0
134,42.0,41.83,39.0
135,42.0,41.93,39.0
136,42.0,41.91,40.0
137,42.0,41.91,39.0
138,42.0,41.76,36.0
139,42.0,41.9,39.0
140,42.0,41.79,37.0
141,42.0,41.9,39.0
142,42.0,41.91,39.0
143,42.0,41.84,39.0
144,42.0,41.93,40.0
145,42.0,41.89,39.0
146,42.0,41.9,38.0
147,42.0,41.92,39.0
148,42.0,41.81,37.0
149,42.0,41.9,38.0
150,42.0,41.88,38.0
151,42.0,41.97,39.0
152,42.0,41.81,38.0
153,42.0,41.89,39.0
154,42.0,41.96,40.0
155,42.0,41.81,39.0
156,42.0,41.9,39.0
157,42.0,41.75,35.0
158,42.0,41.92,39.0
159,42.0,41.94,38.0
160,42.0,41.89,39.0
161,42.0,41.8,34.0
162,42.0,41.86,38.0
163,42.0,41.71,36.0
164,42.0,41.63,36.0
165,42.0,41.84,39.0
166,42.0,41.77,38.0
167,42.0,41.83,38.0
168,42.0,41.94,40.0
169,42.0,41.88,39.0
170,42.0,41.8,39.0
171,42.0,41.99,41.0
172,42.0,41.87,39.0
173,42.0,41.72,37.0
174,42.0,41.83,36.0
175,42.0,41.78,36.0
176,42.0,41.78,38.0
177,42.0,41.91,40.0
178,42.0,41.89,39.0
179,42.0,41.84,39.0
180,42.0,41.82,39.0
181,42.0,41.91,39.0
182,42.0,41.91,39.0
183,42.0,41.92,39.0
184,42.0,41.76,37.0
185,42.0,41.8,36.0
186,42.0,41.97,40.0
187,42.0,41.93,39.0
188,42.0,41.87,38.0
189,42.0,41.82,38.0
190,42.0,41.75,39.0
191,42.0,41.88,39.0
192,42.0,41.71,38.0
193,42.0,41.82,39.0
194,42.0,41.83,39.0
195,42.0,41.88,40.0
196,42.0,41.81,38.0
197,42.0,41.78,38.0
198,42.0,41.86,38.0
199,42.0,41.9,37.0
200,42.0,41.84,38.0
201,42.0,41.71,36.0
202,42.0,41.96,40.0
203,42.0,41.93,39.0
204,42.0,41.89,38.0
205,42.0,41.72,36.0
206,42.0,41.91,39.0
207,42.0,41.95,39.0
208,42.0,41.9,38.0
209,42.0,41.77,36.0
210,42.0,41.85,36.0
211,42.0,41.72,36.0
212,42.0,41.85,38.0
213,42.0,41.87,39.0
214,42.0,41.86,36.0
215,42.0,41.82,38.0
216,42.0,41.81,36.0
217,42.0,41.67,36.0
218,42.0,41.92,39.0
219,42.0,41.94,39.0
220,42.0,41.91,39.0
221,42.0,41.9,40.0
222,42.0,41.92,39.0
223,42.0,41.83,39.0
224,42.0,41.82,39.0
225,42.0,41.85,37.0
226,42.0,41.83,38.0
227,42.0,41.72,38.0
228,42.0,41.77,37.0
229,42.0,41.89,38.0
230,42.0,41.88,38.0
231,42.0,41.77,36.0
232,43.0,41.87,39.0
233,43.0,41.91,39.0
