generation,best_fitness,avg_fitness,worst_fitness
0,40.0,34.38,25.0
1,41.0,36.34,30.0
2,41.0,37.23,32.0
3,43.0,38.04,33.0
4,43.0,38.78,34.0
5,43.0,38.95,34.0
6,43.0,39.53,35.0
7,43.0,39.96,33.0
8,43.0,40.56,37.0
9,43.0,41.56,36.0
10,43.0,42.57,39.0
11,43.0,42.8,39.0
12,43.0,42.98,41.0
13,43.0,42.9,39.0
14,43.0,42.9,40.0
15,43.0,42.83,39.0
16,43.0,42.88,40.0
17,43.0,42.9,40.0
18,43.0,42.98,41.0
19,43.0,42.84,39.0
20,43.0,42.98,42.0
21,43.0,42.88,40.0
22,43.0,42.99,42.0
23,43.0,42.89,39.0
24,43.0,42.92,41.0
25,43.0,42.94,41.0
26,43.0,42.92,41.0
27,43.0,42.87,39.0
28,43.0,42.95,40.0
29,43.0,42.9,39.0
30,43.0,42.79,39.0
31,43.0,42.72,39.0
32,43.0,42.87,39.0
33,43.0,42.86,39.0
34,43.0,42.83,39.0
35,43.0,42.95,40.0
36,43.0,42.83,39.0
37,43.0,42.86,39.0
38,43.0,42.84,39.0
39,43.0,42.84,39.0
40,43.0,42.87,40.0
41,43.0,42.91,39.0
42,43.0,42.84,39.0
43,43.0,42.9,41.0
44,43.0,42.92,39.0
45,43.0,42.91,40.0
46,43.0,42.86,40.0
47,43.0,42.94,41.0
48,43.0,42.93,40.0
49,43.0,42.86,39.0
50,43.0,42.93,40.0
51,43.0,42.87,40.0
52,43.0,42.91,40.0
53,43.0,42.9,39.0
54,43.0,42.82,39.0
55,43.0,42.79,39.0
56,43.0,42.97,41.0
57,43.0,42.92,40.0
58,43.0,42.92,40.0
59,43.0,42.87,40.0
60,43.0,42.81,39.0
61,43.0,42.88,39.0
62,43.0,42.87,39.0
63,43.0,42.98,42.0
64,43.0,42.96,41.0
65,43.0,42.93,40.0
66,43.0,42.94,40.0
67,43.0,42.87,39.0
68,43.0,42.95,39.0
69,43.0,42.88,39.0
70,43.0,42.81,39.0
71,43.0,42.82,39.0
72,43.0,42.94,40.0
73,43.0,42.89,39.0
74,43.0,42.83,39.0
75,43.0,42.87,40.0
76,43.0,42.9,40.0
77,43.0,42.88,39.0
78,43.0,42.84,39.0
79,43.0,42.86,39.0
80,43.0,42.89,39.0
81,43.0,42.93,40.0
82,43.0,42.89,39.0
83,43.0,42.86,39.0
84,43.0,43.0,43.0
85,43.0,42.99,42.0
86,43.0,42.95,41.0
87,43.0,42.95,41.0
88,43.0,42.92,40.0
89,43.0,42.96,39.0
90,43.0,42.95,41.0
91,43.0,42.95,40.0
92,43.0,42.9,39.0
93,43.0,42.75,39.0
94,43.0,42.88,40.0
95,43.0,42.9,40.0
96,43.0,42.96,42.0
97,43.0,42.93,40.0
98,43.0,42.93,39.0
99,43.0,42.9,40.0
100,43.0,42.88,39.0
101,43.0,42.98,41.0
102,43.0,42.94,40.0
103,43.0,42.85,40.0
104,43.0,42.95,41.0
105,43.0,42.93,40.0
106,43.0,42.8,38.0
107,43.0,42.98,41.0
108,43.0,42.98,41.0
109,43.0,42.84,39.0
110,43.0,42.92,40.0
111,43.0,42.96,40.0
112,43.0,43.0,43.0
113,43.0,42.91,40.0
114,43.0,42.84,40.0
115,43.0,42.96,40.0
116,43.0,42.97,41.0
117,43.0,42.93,40.0
118,43.0,42.89,40.0
119,43.0,42.85,39.0
120,43.0,42.92,40.0
121,43.0,42.96,41.0
122,43.0,42.95,40.0
123,43.0,42.97,41.0
124,43.0,42.84,39.0
125,43.0,42.9,39.0
126,43.0,42.89,39.0
127,43.0,42.92,39.0
128,43.0,42.84,39.0
129,43.0,42.92,40.0
130,43.0,42.9,40.0
131,43.0,42.95,39.0
132,43.0,42.93,40.0
133,43.0,42.98,41.0
134,43.0,42.82,39.0
135,43.0,42.94,41.0
136,43.0,42.94,40.0
137,43.0,42.87,39.0
138,43.0,42.66,39.0
139,43.0,42.81,39.0
140,43.0,42.96,41.0
141,43.0,42.89,39.0
142,43.0,42.8,39.0
143,43.0,42.87,40.0
144,43.0,42.93,40.0
145,43.0,42.93,39.0
146,43.0,42.96,40.0
147,43.0,42.91,39.0
148,43.0,42.94,40.0
149,43.0,42.89,39.0
150,43.0,42.92,40.0
151,43.0,42.85,39.0
152,43.0,42.79,39.0
153,43.0,42.96,40.0
154,43.0,42.8,39.0
155,43.0,42.91,39.0
156,43.0,42.91,40.0
157,43.0,42.89,40.0
158,43.0,42.92,41.0
159,43.0,42.88,39.0
160,43.0,42.87,39.0
161,43.0,42.98,42.0
162,43.0,42.88,39.0
163,43.0,42.89,39.0
164,43.0,43.0,43.0
165,43.0,42.95,40.0
166,43.0,42.9,40.0
167,43.0,42.89,39.0
168,43.0,42.95,41.0
169,43.0,42.89,39.0
170,43.0,42.96,41.0
171,43.0,42.8,37.0
172,43.0,42.89,39.0
173,43.0,42.99,42.0
174,43.0,42.85,39.0
175,43.0,42.86,39.0
176,43.0,42.89,39.0
177,43.0,42.9,40.0
178,43.0,42.92,40.0
179,43.0,42.96,41.0
180,43.0,42.89,38.0
181,43.0,42.92,41.0
182,43.0,42.92,41.0
183,43.0,42.93,40.0
184,43.0,42.86,40.0
185,43.0,42.88,39.0
186,43.0,42.85,39.0
187,43.0,42.81,39.0
188,43.0,42.87,39.0
189,43.0,42.9,39.0
190,43.0,42.85,39.0
191,43.0,42.95,39.0
192,43.0,42.91,39.0
193,43.0,42.95,41.0
194,43.0,42.91,41.0
195,43.0,42.97,41.0
196,43.0,42.97,40.0
197,43.0,42.95,40.0
198,43.0,42.94,40.0
199,43.0,42.86,40.0
200,43.0,42.88,39.0
201,43.0,42.86,39.0
202,43.0,42.94,40.0
203,43.0,42.91,40.0
204,43.0,42.87,39.0
205,43.0,42.96,41.0
206,43.0,42.84,38.0
207,43.0,42.9,40.0
208,43.0,42.84,39.0
209,43.0,42.91,39.0
210,43.0,42.87,39.0
211,43.0,42.91,40.0
212,43.0,42.88,39.0
213,43.0,42.88,39.0
214,43.0,42.93,40.0
215,43.0,42.88,41.0
216,43.0,42.96,41.0
217,43.0,42.86,39.0
218,43.0,42.84,39.0
219,43.0,42.88,40.0
220,43.0,42.97,41.0
221,43.0,42.98,42.0
222,43.0,42.95,40.0
223,43.0,42.89,39.0
224,43.0,42.87,39.0
225,43.0,42.97,40.0
226,43.0,42.89,39.0
227,43.0,42.83,39.0
228,43.0,42.86,39.0
229,43.0,42.97,42.0
230,43.0,42.83,39.0
231,43.0,42.88,38.0
232,43.0,42.92,40.0
233,43.0,42.87,39.0
234,43.0,43.0,43.0
235,43.0,42.92,40.0
236,43.0,42.86,38.0
237,43.0,42.98,41.0
238,43.0,42.82,39.0
239,43.0,42.9,39.0
240,43.0,42.86,39.0
241,43.0,42.87,40.0
242,43.0,42.79,39.0
243,43.0,42.86,40.0
244,43.0,42.88,39.0
245,43.0,42.97,40.0
246,43.0,42.94,41.0
247,43.0,42.92,41.0
248,43.0,42.92,41.0
249,43.0,42.71,37.0
