generation,best_fitness,avg_fitness,worst_fitness
0,40.0,34.64,25.0
1,40.0,36.36,28.0
2,42.0,37.14,33.0
3,42.0,37.64,32.0
4,42.0,38.36,31.0
5,42.0,38.84,33.0
6,42.0,39.52,35.0
7,42.0,39.84,36.0
8,42.0,39.86,37.0
9,42.0,40.48,37.0
10,43.0,41.25,37.0
11,43.0,41.42,36.0
12,43.0,41.92,39.0
13,43.0,42.15,38.0
14,43.0,42.52,36.0
15,43.0,42.64,36.0
16,44.0,42.81,39.0
17,44.0,42.91,40.0
18,44.0,42.95,39.0
19,44.0,43.02,40.0
20,44.0,43.23,41.0
21,44.0,43.56,40.0
22,44.0,43.82,41.0
23,44.0,43.83,41.0
24,44.0,43.87,41.0
25,44.0,43.92,42.0
26,44.0,43.88,40.0
27,44.0,43.85,41.0
28,44.0,43.96,41.0
29,44.0,43.98,43.0
30,44.0,43.93,41.0
31,44.0,43.91,41.0
32,44.0,43.93,41.0
33,44.0,43.87,40.0
34,44.0,43.94,41.0
35,44.0,43.87,40.0
36,44.0,43.93,40.0
37,44.0,43.81,40.0
38,44.0,43.91,41.0
39,44.0,43.85,41.0
40,44.0,43.82,41.0
41,44.0,43.89,41.0
42,44.0,43.84,41.0
43,44.0,43.78,41.0
44,44.0,43.92,40.0
45,44.0,43.72,40.0
46,44.0,43.88,41.0
47,44.0,43.8,40.0
48,44.0,43.94,41.0
49,44.0,43.92,41.0
50,44.0,43.91,41.0
51,44.0,43.86,40.0
52,44.0,43.78,41.0
53,44.0,43.75,40.0
54,44.0,43.94,41.0
55,44.0,43.92,41.0
56,44.0,43.87,41.0
57,44.0,43.98,42.0
58,44.0,43.92,41.0
59,44.0,43.91,41.0
60,44.0,43.9,41.0
61,44.0,43.88,41.0
62,44.0,43.93,41.0
63,44.0,43.92,41.0
64,44.0,43.91,40.0
65,44.0,43.89,41.0
66,44.0,43.88,41.0
67,44.0,43.86,41.0
68,44.0,43.94,41.0
69,44.0,43.95,41.0
70,44.0,43.88,41.0
71,45.0,43.91,41.0
