generation,best_fitness,avg_fitness,worst_fitness
0,41.0,35.2,29.0
1,41.0,36.5,30.0
2,41.0,37.47,33.0
3,42.0,37.71,31.0
4,42.0,38.11,34.0
5,42.0,38.21,31.0
6,42.0,38.93,34.0
7,43.0,39.4,32.0
8,43.0,39.76,34.0
9,43.0,40.18,35.0
10,43.0,40.84,34.0
11,43.0,41.35,34.0
12,43.0,41.55,37.0
13,43.0,41.66,36.0
14,43.0,41.82,38.0
15,43.0,41.72,34.0
16,43.0,41.82,38.0
17,43.0,42.16,38.0
18,43.0,42.34,39.0
19,43.0,42.03,38.0
20,43.0,42.03,40.0
21,43.0,41.94,38.0
22,43.0,42.44,38.0
23,43.0,42.47,39.0
24,43.0,42.82,40.0
25,43.0,42.6,39.0
26,43.0,42.63,38.0
27,43.0,42.75,40.0
28,43.0,42.66,38.0
29,43.0,42.84,38.0
30,43.0,42.78,39.0
31,43.0,42.8,40.0
32,43.0,42.89,40.0
33,43.0,42.88,39.0
34,43.0,42.95,40.0
35,43.0,42.85,39.0
36,43.0,42.95,41.0
37,43.0,42.71,39.0
38,43.0,42.86,39.0
39,43.0,42.72,40.0
40,43.0,42.91,40.0
41,43.0,42.82,38.0
42,43.0,42.83,38.0
43,43.0,42.8,39.0
44,43.0,42.91,40.0
45,43.0,42.95,41.0
46,43.0,42.77,38.0
47,43.0,42.9,40.0
48,43.0,42.78,38.0
49,43.0,42.91,40.0
50,43.0,42.88,38.0
51,43.0,42.87,40.0
52,43.0,42.9,38.0
53,43.0,42.9,40.0
54,43.0,42.93,40.0
55,43.0,42.92,40.0
56,43.0,42.95,39.0
57,43.0,42.86,40.0
58,43.0,42.77,38.0
59,43.0,42.77,38.0
60,43.0,42.96,40.0
61,43.0,42.73,38.0
62,43.0,42.89,39.0
63,43.0,42.94,38.0
64,43.0,42.92,40.0
65,43.0,42.86,39.0
66,43.0,42.93,39.0
67,43.0,42.92,40.0
68,43.0,42.83,39.0
69,43.0,42.91,38.0
70,43.0,42.86,39.0
71,43.0,42.91,41.0
72,43.0,42.82,38.0
73,43.0,42.93,40.0
74,43.0,42.85,38.0
75,43.0,42.91,40.0
76,43.0,42.95,41.0
77,43.0,42.89,40.0
78,43.0,42.88,40.0
79,43.0,42.84,39.0
80,43.0,42.81,38.0
81,43.0,42.88,39.0
82,43.0,42.92,39.0
83,43.0,42.81,39.0
84,43.0,42.81,39.0
85,43.0,42.81,38.0
86,43.0,42.79,38.0
87,43.0,42.81,38.0
88,43.0,42.87,38.0
89,43.0,42.88,39.0
90,43.0,42.72,38.0
91,43.0,42.78,38.0
92,43.0,42.91,39.0
93,43.0,42.97,40.0
94,43.0,42.74,38.0
95,43.0,42.88,39.0
96,43.0,42.88,39.0
97,43.0,42.79,40.0
98,43.0,42.84,39.0
99,43.0,42.9,39.0
100,43.0,42.82,38.0
101,43.0,42.8,40.0
102,43.0,42.84,38.0
103,43.0,42.88,41.0
104,43.0,42.86,38.0
105,43.0,42.88,38.0
106,43.0,42.91,40.0
107,43.0,42.84,39.0
108,43.0,42.82,39.0
109,43.0,42.85,39.0
110,43.0,42.73,38.0
111,43.0,42.85,39.0
112,43.0,42.89,38.0
113,43.0,42.83,39.0
114,43.0,42.91,40.0
115,43.0,42.88,39.0
116,43.0,42.74,38.0
117,43.0,42.86,40.0
118,43.0,42.98,42.0
119,43.0,42.9,39.0
120,43.0,42.8,39.0
121,43.0,42.72,38.0
122,43.0,42.88,39.0
123,43.0,42.85,39.0
124,43.0,42.86,40.0
125,43.0,42.86,39.0
126,43.0,42.8,39.0
127,43.0,42.82,38.0
128,43.0,42.85,40.0
129,43.0,42.79,39.0
130,43.0,42.86,40.0
131,44.0,42.89,39.0
132,44.0,42.78,39.0
133,44.0,42.94,39.0
134,44.0,43.38,41.0
135,44.0,43.66,41.0
136,44.0,43.96,42.0
